! FILETYPE CSV
! VERSION 1.0,2
! TIMESTAMP Thursday, 11 April 2024 16:51:02
! TIMEZONE (GMT) Coordinated Universal Time
! NAME Keysight Technologies
! MODEL N9918A
! SERIAL MY53103712
! FIRMWARE_VERSION A.08.18
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 1059180192
! CORRECTION1 ON U
! DATA Freq,S11
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
30000,-35.4006283626705
26029970,-48.9887588382598
52029940,-42.4219581429942
78029910,-39.5483628716506
104029880,-36.7600773781287
130029850,-37.5745187241285
156029820,-35.8144726706757
182029790,-37.3809086470862
208029760,-37.4063941407266
234029730,-35.9065007230797
260029700,-43.1039312265009
286029670,-46.6925602152948
312029640,-48.864245695029
338029610,-65.3732559389884
364029580,-46.0272011637264
390029550,-40.9138636988069
416029520,-39.6887539296044
442029490,-37.2783191579919
468029460,-38.2731900611187
494029430,-33.2529414161401
520029400,-34.9528090268692
546029370,-35.0748830442963
572029340,-36.4507359167668
598029310,-41.1080733814997
624029280,-38.2461604784581
650029250,-40.2225101786472
676029220,-42.2310532181444
702029190,-41.5206004320879
728029160,-39.3429781422064
754029130,-36.6521812583615
780029100,-34.3570864655457
806029070,-34.4992642827482
832029040,-33.0563684496022
858029010,-35.7218681850057
884028980,-34.6180805800275
910028950,-33.6575574226329
936028920,-35.4902659661067
962028890,-37.0343765211862
988028860,-44.9615247880095
1014028830,-43.8904464451994
1040028800,-45.7756340398702
1066028770,-40.5754851394471
1092028740,-36.6440985347924
1118028710,-35.3740458257277
1144028680,-32.9728903211494
1170028650,-32.4913231345987
1196028620,-32.599746143534
1222028590,-32.0626394648947
1248028560,-35.0918443164677
1274028530,-34.8582022492303
1300028500,-35.5620980809498
1326028470,-39.0739245880763
1352028440,-38.2957202068275
1378028410,-48.243314758219
1404028380,-45.7380639092817
1430028350,-38.7511306132782
1456028320,-40.0983517835015
1482028290,-39.0806381976699
1508028260,-34.4988471850513
1534028230,-33.9573390555618
1560028200,-33.7133274577183
1586028170,-34.8150056861755
1612028140,-32.5134190723045
1638028110,-35.0660096526519
1664028080,-38.5240202899702
1690028050,-41.0444640242557
1716028020,-38.1672962106678
1742027990,-46.9147633995083
1768027960,-54.6265938231547
1794027930,-40.364502467687
1820027900,-37.1172066086476
1846027870,-35.3946172400357
1872027840,-36.8036210868015
1898027810,-34.5341665994159
1924027780,-34.1973317627571
1950027750,-35.6356807760937
1976027720,-35.6135064562828
2002027690,-35.112408088157
2028027660,-36.4429816879922
2054027630,-42.0724366573969
2080027600,-41.4130487270585
2106027570,-37.5643087487991
2132027540,-36.3778789585501
2158027510,-38.6767375497666
2184027480,-37.0470657996404
2210027450,-34.9819030190666
2236027420,-32.8656596095147
2262027390,-33.9108099109894
2288027360,-34.4093398296688
2314027330,-36.6215464218232
2340027300,-37.3492150076088
2366027270,-38.4335885019993
2392027240,-39.7014703544464
2418027210,-40.7508174051779
2444027180,-44.7141940703295
2470027150,-41.9652134771779
2496027120,-35.3583636468092
2522027090,-33.9679342880416
2548027060,-34.6424889571528
2574027030,-33.0832562460203
2600027000,-33.3979422159615
2626026970,-33.0329304139374
2652026940,-33.1752800606671
2678026910,-33.8849624563752
2704026880,-35.243142836191
2730026850,-36.8426386892297
2756026820,-37.1230081841167
2782026790,-42.3269549469948
2808026760,-39.4567653116263
2834026730,-38.2879690008239
2860026700,-38.3310682815135
2886026670,-36.920572989813
2912026640,-34.4078240907814
2938026610,-34.4821039324979
2964026580,-34.9617018393036
2990026550,-36.7346673715909
3016026520,-36.0140241320987
3042026490,-34.836541484887
3068026460,-36.1286481833718
3094026430,-37.5438120747708
3120026400,-37.3890095630298
3146026370,-39.7629371582429
3172026340,-41.1456431479886
3198026310,-41.160464970703
3224026280,-40.0425212579212
3250026250,-37.6362118397305
